pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
((b(((b*)|(b*))*))|ε),73,73,2,1.0,1.0,1.0
((b(((a|ε)a)*))|ε),87,87,2,0,0.0,0
((b(((a|ε)b)*))|ε),87,87,2,0,0,0
((b(((b|ε)a)*))|ε),87,87,2,0,0,0
((b(((b|ε)b)*))|ε),87,87,2,1.0,1.0,1.0
((b((a(a|ε))*))|ε),87,87,2,0,0.0,0
((b((a(b|ε))*))|ε),87,87,2,0,0,0
((b((a(a*))*))|ε),80,80,2,1.0,1.0,1.0
((b((a(b*))*))|ε),84,84,2,1.0,1.0,1.0
((b((b(a|ε))*))|ε),87,87,2,0,0,0
((b((b(b|ε))*))|ε),87,87,2,1.0,1.0,1.0
((b((b(a*))*))|ε),149,149,3,1.0,1.0,1.0
((b((b(b*))*))|ε),73,73,2,1.0,1.0,1.0
((b(((a*)a)*))|ε),80,80,2,1.0,1.0,1.0
((b(((a*)b)*))|ε),170,170,3,1.0,1.0,1.0
((b(((b*)a)*))|ε),161,161,3,1.0,1.0,1.0
((b(((b*)b)*))|ε),73,73,2,1.0,1.0,1.0
((((a|(a|a))*)a)|ε),76,76,2,1.0,1.0,1.0
((((a|(a|a))*)b)|ε),87,87,2,0,0,0
((((a|(a|b))*)a)|ε),35,35,1,1.0,1.0,1.0
((((a|(a|b))*)b)|ε),35,35,1,1.0,1.0,1.0
((((a|(b|a))*)a)|ε),35,35,1,1.0,1.0,1.0
((((a|(b|a))*)b)|ε),35,35,1,1.0,1.0,1.0
((((a|(b|b))*)a)|ε),35,35,1,1.0,1.0,1.0
((((a|(b|b))*)b)|ε),35,35,1,1.0,1.0,1.0
((((b|(a|a))*)a)|ε),35,35,1,1.0,1.0,1.0
((((b|(a|a))*)b)|ε),35,35,1,1.0,1.0,1.0
((((b|(a|b))*)a)|ε),35,35,1,1.0,1.0,1.0
((((b|(a|b))*)b)|ε),35,35,1,1.0,1.0,1.0
((((b|(b|a))*)a)|ε),35,35,1,1.0,1.0,1.0
((((b|(b|a))*)b)|ε),35,35,1,1.0,1.0,1.0
((((b|(b|b))*)a)|ε),76,76,2,0,0,0
((((b|(b|b))*)b)|ε),73,73,2,1.0,1.0,1.0
(((((a*)|(a*))*)a)|ε),76,76,2,1.0,1.0,1.0
(((((a*)|(a*))*)b)|ε),87,87,2,0,0,0
(((((a*)|(b*))*)a)|ε),35,35,1,1.0,1.0,1.0
(((((a*)|(b*))*)b)|ε),35,35,1,1.0,1.0,1.0
(((((b*)|(a*))*)a)|ε),35,35,1,1.0,1.0,1.0
(((((b*)|(a*))*)b)|ε),35,35,1,1.0,1.0,1.0
(((((b*)|(b*))*)a)|ε),76,76,2,0,0,0
(((((b*)|(b*))*)b)|ε),73,73,2,1.0,1.0,1.0
(((a*)((aa)|ε))|ε),33,33,1,0,0.0,0
(((a*)((ab)|ε))|ε),33,33,1,0,0,0
(((a*)((ba)|ε))|ε),33,33,1,0,0.0,0
(((a*)((bb)|ε))|ε),33,33,1,0,0,0
(((a*)(a|(a|a)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(a|(a|b)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(a|(b|a)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(a|(b|b)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(b|(a|a)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(b|(a|b)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(b|(b|a)))|ε),76,76,2,1.0,1.0,1.0
(((a*)(b|(b|b)))|ε),87,87,2,0,0,0
(((a*)((a*)|(a*)))|ε),35,35,1,1.0,1.0,1.0
(((a*)((a*)|(b*)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((b*)|(a*)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((b*)|(b*)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((aa)*))|ε),35,35,1,1.0,1.0,1.0
(((a*)((ab)*))|ε),118,118,2,1.0,1.0,1.0
(((a*)((ba)*))|ε),80,80,2,1.0,1.0,1.0
(((a*)((bb)*))|ε),157,157,3,1.0,1.0,1.0
(((b*)((aa)|ε))|ε),147,147,3,1.0,1.0,1.0
(((b*)((ab)|ε))|ε),33,33,1,0,0,0
(((b*)((ba)|ε))|ε),33,33,1,0,0,0
(((b*)((bb)|ε))|ε),33,33,1,0,0.0,0
(((b*)(a|(a|a)))|ε),76,76,2,0,0,0
(((b*)(a|(a|b)))|ε),77,77,2,1.0,1.0,1.0
(((b*)(a|(b|a)))|ε),77,77,2,1.0,1.0,1.0
(((b*)(a|(b|b)))|ε),77,77,2,1.0,1.0,1.0
(((b*)(b|(a|a)))|ε),77,77,2,1.0,1.0,1.0
(((b*)(b|(a|b)))|ε),77,77,2,1.0,1.0,1.0
(((b*)(b|(b|a)))|ε),77,77,2,1.0,1.0,1.0
(((b*)(b|(b|b)))|ε),73,73,2,1.0,1.0,1.0
(((b*)((a*)|(a*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((a*)|(b*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((b*)|(a*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((b*)|(b*)))|ε),35,35,1,1.0,1.0,1.0
(((b*)((aa)*))|ε),141,141,3,1.0,1.0,1.0
(((b*)((ab)*))|ε),77,77,2,1.0,1.0,1.0
(((b*)((ba)*))|ε),35,35,1,1.0,1.0,1.0
(((b*)((bb)*))|ε),35,35,1,1.0,1.0,1.0
(((((a|ε)a)*)a)|ε),76,76,2,1.0,1.0,1.0
(((((a|ε)a)*)b)|ε),110,110,2,0,0,0
(((((a|ε)b)*)a)|ε),76,76,2,0,0,0
(((((a|ε)b)*)b)|ε),110,110,2,1.0,1.0,1.0
(((((b|ε)a)*)a)|ε),76,76,2,0,0.0,0
(((((b|ε)a)*)b)|ε),87,87,2,0,0,0
(((((b|ε)b)*)a)|ε),76,76,2,0,0,0
(((((b|ε)b)*)b)|ε),87,87,2,1.0,1.0,1.0
((((a(a|ε))*)a)|ε),76,76,2,1.0,1.0,1.0
((((a(a|ε))*)b)|ε),110,110,2,0,0,0
((((a(b|ε))*)a)|ε),76,76,2,0,0,0
((((a(b|ε))*)b)|ε),110,110,2,1.0,1.0,1.0
((((aa)*)(a|ε))|ε),76,76,2,1.0,1.0,1.0
((((aa)*)(b|ε))|ε),110,110,2,0,0,0
((((aa)*)(a*))|ε),35,35,1,1.0,1.0,1.0
((((aa)*)(b*))|ε),96,96,2,1.0,1.0,1.0
((((ab)*)(a|ε))|ε),76,76,2,0,0,0
((((ab)*)(b|ε))|ε),110,110,2,1.0,1.0,1.0
((((ab)*)(a*))|ε),35,35,1,1.0,0.3333333333333333,0.5
((((ab)*)(b*))|ε),96,96,2,1.0,1.0,1.0
((((a(a*))*)a)|ε),76,76,2,1.0,1.0,1.0
((((a(a*))*)b)|ε),87,87,2,0,0,0
((((a(b*))*)a)|ε),169,169,3,1.0,1.0,1.0
((((a(b*))*)b)|ε),173,173,3,1.0,1.0,1.0
((((b(a|ε))*)a)|ε),76,76,2,0,0.0,0
((((b(a|ε))*)b)|ε),87,87,2,0,0,0
((((b(b|ε))*)a)|ε),76,76,2,0,0,0
((((b(b|ε))*)b)|ε),87,87,2,1.0,1.0,1.0
((((ba)*)(a|ε))|ε),76,76,2,0,0.0,0
((((ba)*)(b|ε))|ε),87,87,2,0,0,0
((((ba)*)(a*))|ε),101,101,2,1.0,1.0,1.0
((((ba)*)(b*))|ε),35,35,1,1.0,1.0,1.0
((((bb)*)(a|ε))|ε),76,76,2,0,0,0
((((bb)*)(b|ε))|ε),87,87,2,1.0,1.0,1.0
((((bb)*)(a*))|ε),103,103,2,1.0,1.0,1.0
((((bb)*)(b*))|ε),35,35,1,1.0,1.0,1.0
((((b(a*))*)a)|ε),161,161,3,1.0,1.0,1.0
((((b(a*))*)b)|ε),170,170,3,1.0,1.0,1.0
((((b(b*))*)a)|ε),76,76,2,0,0,0
((((b(b*))*)b)|ε),73,73,2,1.0,1.0,1.0
(((((a*)a)*)a)|ε),76,76,2,1.0,1.0,1.0
(((((a*)a)*)b)|ε),87,87,2,0,0,0
(((((a*)b)*)a)|ε),94,94,2,1.0,1.0,1.0
(((((a*)b)*)b)|ε),87,87,2,1.0,1.0,1.0
(((((b*)a)*)a)|ε),76,76,2,1.0,1.0,1.0
(((((b*)a)*)b)|ε),77,77,2,1.0,1.0,1.0
(((((b*)b)*)a)|ε),76,76,2,0,0,0
(((((b*)b)*)b)|ε),73,73,2,1.0,1.0,1.0
(((a|ε)((a|ε)(a|ε)))|ε),33,33,1,0,0.0,0
(((a|ε)((a|ε)(b|ε)))|ε),33,33,1,0,0,0
(((a|ε)((a|ε)(a*)))|ε),33,33,1,0,0.0,0
(((a|ε)((a|ε)(b*)))|ε),33,33,1,0,0,0
(((a|ε)((b|ε)(a|ε)))|ε),33,33,1,0,0,0
(((a|ε)((b|ε)(b|ε)))|ε),33,33,1,0,0,0
(((a|ε)((b|ε)(a*)))|ε),33,33,1,0,0,0
(((a|ε)((b|ε)(b*)))|ε),33,33,1,0,0.0,0
(((a|ε)((a*)(a|ε)))|ε),33,33,1,0,0.0,0
(((a|ε)((a*)(b|ε)))|ε),33,33,1,0,0,0
(((a|ε)((a*)(a*)))|ε),76,76,2,1.0,1.0,1.0
(((a|ε)((a*)(b*)))|ε),76,76,2,1.0,1.0,1.0
(((a|ε)((b*)(a|ε)))|ε),33,33,1,0,0.0,0
(((a|ε)((b*)(b|ε)))|ε),33,33,1,0,0.0,0
(((a|ε)((b*)(a*)))|ε),95,95,2,1.0,1.0,1.0
(((a|ε)((b*)(b*)))|ε),76,76,2,0,0,0
(((b|ε)((a|ε)(a|ε)))|ε),33,33,1,0,0,0
(((b|ε)((a|ε)(b|ε)))|ε),33,33,1,0,0,0
(((b|ε)((a|ε)(a*)))|ε),33,33,1,0,0.0,0
(((b|ε)((a|ε)(b*)))|ε),33,33,1,0,0,0
(((b|ε)((b|ε)(a|ε)))|ε),33,33,1,0,0,0
(((b|ε)((b|ε)(b|ε)))|ε),33,33,1,0,0,0
(((b|ε)((b|ε)(a*)))|ε),33,33,1,0,0,0
(((b|ε)((b|ε)(b*)))|ε),33,33,1,0,0.0,0
(((b|ε)((a*)(a|ε)))|ε),33,33,1,0,0.0,0
(((b|ε)((a*)(b|ε)))|ε),33,33,1,0,0.0,0
(((b|ε)((a*)(a*)))|ε),80,80,2,1.0,1.0,1.0
(((b|ε)((a*)(b*)))|ε),145,145,3,1.0,1.0,1.0
(((b|ε)((b*)(a|ε)))|ε),33,33,1,0,0,0
(((b|ε)((b*)(b|ε)))|ε),33,33,1,0,0.0,0
(((b|ε)((b*)(a*)))|ε),84,84,2,1.0,1.0,1.0
(((b|ε)((b*)(b*)))|ε),73,73,2,1.0,1.0,1.0
(((a|a)(aa))|ε),33,33,1,0,0.0,0
(((a|a)(ab))|ε),33,33,1,0,0,0
(((a|a)(ba))|ε),33,33,1,0,0,0
(((a|a)(bb))|ε),33,33,1,0,0,0
(((a|b)(aa))|ε),33,33,1,0,0.0,0
(((a|b)(ab))|ε),33,33,1,0,0,0
(((a|b)(ba))|ε),33,33,1,0,0,0
(((a|b)(bb))|ε),33,33,1,0,0,0
(((b|a)(aa))|ε),33,33,1,0,0.0,0
(((b|a)(ab))|ε),33,33,1,0,0,0
(((b|a)(ba))|ε),33,33,1,0,0,0
(((b|a)(bb))|ε),33,33,1,0,0,0
(((b|b)(aa))|ε),33,33,1,0,0,0
(((b|b)(ab))|ε),33,33,1,0,0,0
(((b|b)(ba))|ε),33,33,1,0,0,0
(((b|b)(bb))|ε),33,33,1,0,0,0
((a((a|a)a))|ε),33,33,1,0,0.0,0
((a((a|a)b))|ε),33,33,1,0,0,0
((a((a|b)a))|ε),33,33,1,0,0.0,0
((a((a|b)b))|ε),33,33,1,0,0,0
((a((b|a)a))|ε),33,33,1,0,0.0,0
((a((b|a)b))|ε),33,33,1,0,0,0
((a((b|b)a))|ε),33,33,1,0,0,0
((a((b|b)b))|ε),33,33,1,0,0,0
((a(a(a|a)))|ε),33,33,1,0,0.0,0
((a(a(a|b)))|ε),33,33,1,0,0.0,0
((a(a(b|a)))|ε),33,33,1,0,0.0,0
((a(a(b|b)))|ε),33,33,1,0,0,0
((a(b(a|a)))|ε),33,33,1,0,0,0
((a(b(a|b)))|ε),33,33,1,0,0,0
((a(b(b|a)))|ε),33,33,1,0,0,0
((a(b(b|b)))|ε),33,33,1,0,0,0
((a(a(aa)))|ε),33,33,1,0,0,0
((a(a(ab)))|ε),33,33,1,0,0,0
((a(a(ba)))|ε),33,33,1,0,0,0
((a(a(bb)))|ε),33,33,1,0,0,0
((a(b(aa)))|ε),33,33,1,0,0,0
((a(b(ab)))|ε),33,33,1,0,0,0
((a(b(ba)))|ε),33,33,1,0,0,0
((a(b(bb)))|ε),33,33,1,0,0,0
((b((a|a)a))|ε),33,33,1,0,0,0
((b((a|a)b))|ε),33,33,1,0,0,0
((b((a|b)a))|ε),33,33,1,0,0,0
((b((a|b)b))|ε),33,33,1,0,0,0
((b((b|a)a))|ε),33,33,1,0,0,0
((b((b|a)b))|ε),33,33,1,0,0,0
((b((b|b)a))|ε),33,33,1,0,0,0
((b((b|b)b))|ε),33,33,1,0,0,0
((b(a(a|a)))|ε),33,33,1,0,0,0
((b(a(a|b)))|ε),33,33,1,0,0,0
((b(a(b|a)))|ε),33,33,1,0,0,0
((b(a(b|b)))|ε),33,33,1,0,0,0
((b(b(a|a)))|ε),33,33,1,0,0,0
((b(b(a|b)))|ε),33,33,1,0,0,0
((b(b(b|a)))|ε),33,33,1,0,0,0
((b(b(b|b)))|ε),33,33,1,0,0,0
((b(a(aa)))|ε),33,33,1,0,0,0
((b(a(ab)))|ε),33,33,1,0,0,0
((b(a(ba)))|ε),33,33,1,0,0,0
((b(a(bb)))|ε),33,33,1,0,0,0
((b(b(aa)))|ε),33,33,1,0,0,0
((b(b(ab)))|ε),33,33,1,0,0,0
((b(b(ba)))|ε),33,33,1,0,0,0
((b(b(bb)))|ε),33,33,1,0,0,0
(((a*)((a|ε)(a|ε)))|ε),33,33,1,0,0.0,0
(((a*)((a|ε)(b|ε)))|ε),33,33,1,0,0,0
(((a*)((a|ε)(a*)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((a|ε)(b*)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((b|ε)(a|ε)))|ε),33,33,1,0,0.0,0
(((a*)((b|ε)(b|ε)))|ε),33,33,1,0,0,0
(((a*)((b|ε)(a*)))|ε),80,80,2,1.0,1.0,1.0
(((a*)((b|ε)(b*)))|ε),73,73,2,1.0,1.0,1.0
(((a*)((a*)(a|ε)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((a*)(b|ε)))|ε),87,87,2,0,0,0
(((a*)((a*)(a*)))|ε),35,35,1,1.0,1.0,1.0
(((a*)((a*)(b*)))|ε),76,76,2,1.0,1.0,1.0
(((a*)((b*)(a|ε)))|ε),95,95,2,1.0,1.0,1.0
(((a*)((b*)(b|ε)))|ε),73,73,2,1.0,1.0,1.0
(((a*)((b*)(a*)))|ε),95,95,2,1.0,1.0,1.0
(((a*)((b*)(b*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((a|ε)(a|ε)))|ε),147,147,3,1.0,1.0,1.0
(((b*)((a|ε)(b|ε)))|ε),33,33,1,0,0,0
(((b*)((a|ε)(a*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((a|ε)(b*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((b|ε)(a|ε)))|ε),33,33,1,0,0,0
(((b*)((b|ε)(b|ε)))|ε),33,33,1,0,0.0,0
(((b*)((b|ε)(a*)))|ε),84,84,2,1.0,1.0,1.0
(((b*)((b|ε)(b*)))|ε),73,73,2,1.0,1.0,1.0
(((b*)((a*)(a|ε)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((a*)(b|ε)))|ε),90,90,2,1.0,1.0,1.0
(((b*)((a*)(a*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((a*)(b*)))|ε),95,95,2,1.0,1.0,1.0
(((b*)((b*)(a|ε)))|ε),76,76,2,0,0,0
(((b*)((b*)(b|ε)))|ε),73,73,2,1.0,1.0,1.0
(((b*)((b*)(a*)))|ε),76,76,2,1.0,1.0,1.0
(((b*)((b*)(b*)))|ε),35,35,1,1.0,1.0,1.0
(a|(a|(a|(a|(a|a))))),76,76,2,0,0,0
(a|(a|(a|(a|(a|b))))),77,77,2,0,0,0
(a|(a|(a|(a|(b|a))))),77,77,2,0,0,0
(a|(a|(a|(a|(b|b))))),77,77,2,0,0,0
(a|(a|(a|(b|(a|a))))),77,77,2,0,0,0
(a|(a|(a|(b|(a|b))))),77,77,2,0,0,0
(a|(a|(a|(b|(b|a))))),77,77,2,0,0,0
(a|(a|(a|(b|(b|b))))),77,77,2,0,0,0
(a|(a|(b|(a|(a|a))))),77,77,2,0,0,0
(a|(a|(b|(a|(a|b))))),77,77,2,0,0,0
(a|(a|(b|(a|(b|a))))),77,77,2,0,0,0
(a|(a|(b|(a|(b|b))))),77,77,2,0,0,0
(a|(a|(b|(b|(a|a))))),77,77,2,0,0,0
(a|(a|(b|(b|(a|b))))),77,77,2,0,0,0
(a|(a|(b|(b|(b|a))))),77,77,2,0,0,0
(a|(a|(b|(b|(b|b))))),77,77,2,0,0,0
(a|(a|((a|ε)a))),80,80,2,0,0,0
(a|(a|((a|ε)b))),95,95,2,0,0,0
(a|(a|((b|ε)a))),76,76,2,0,0,0
(a|(a|((b|ε)b))),76,76,2,0,0,0
(a|(a|(a(a|ε)))),80,80,2,0,0,0
(a|(a|(a(b|ε)))),95,95,2,0,0,0
(a|(a|(a(a*)))),76,76,2,1.0,1.0,1.0
(a|(a|(a(b*)))),76,76,2,0,0,0
(a|(a|(b(a|ε)))),76,76,2,0,0,0
(a|(a|(b(b|ε)))),76,76,2,0,0,0
(a|(a|(b(a*)))),77,77,2,1.0,1.0,1.0
(a|(a|(b(b*)))),96,96,2,1.0,1.0,1.0
(a|(a|((a*)a))),76,76,2,1.0,1.0,1.0
(a|(a|((a*)b))),102,102,2,0,0,0
(a|(a|((b*)a))),76,76,2,0,0,0
(a|(a|((b*)b))),96,96,2,1.0,1.0,1.0
(a|(a|((a|a)*))),35,35,1,1.0,1.0,1.0
(a|(a|((a|b)*))),33,33,1,1.0,1.0,1.0
(a|(a|((b|a)*))),33,33,1,1.0,1.0,1.0
(a|(a|((b|b)*))),76,76,2,0,0.0,0
(a|(a|(a*)|(a*))),35,35,1,1.0,1.0,1.0
(a|(a|(a*)|(b*))),163,163,3,1.0,1.0,1.0
(a|(a|(b*)|(a*))),163,163,3,1.0,1.0,1.0
(a|(a|(b*)|(b*))),76,76,2,0,0.0,0
(a|(b|(a|(a|(a|a))))),77,77,2,0,0,0
(a|(b|(a|(a|(a|b))))),77,77,2,0,0,0
(a|(b|(a|(a|(b|a))))),77,77,2,0,0,0
(a|(b|(a|(a|(b|b))))),77,77,2,0,0,0
(a|(b|(a|(b|(a|a))))),77,77,2,0,0,0
(a|(b|(a|(b|(a|b))))),77,77,2,0,0,0
(a|(b|(a|(b|(b|a))))),77,77,2,0,0,0
(a|(b|(a|(b|(b|b))))),77,77,2,0,0,0
(a|(b|(b|(a|(a|a))))),77,77,2,0,0,0
(a|(b|(b|(a|(a|b))))),77,77,2,0,0,0
(a|(b|(b|(a|(b|a))))),77,77,2,0,0,0
(a|(b|(b|(a|(b|b))))),77,77,2,0,0,0
(a|(b|(b|(b|(a|a))))),77,77,2,0,0,0
(a|(b|(b|(b|(a|b))))),77,77,2,0,0,0
(a|(b|(b|(b|(b|a))))),77,77,2,0,0,0
(a|(b|(b|(b|(b|b))))),77,77,2,0,0,0
(a|(b|((a|ε)a))),80,80,2,0,0,0
(a|(b|((a|ε)b))),96,96,2,0,0,0
(a|(b|((b|ε)a))),77,77,2,0,0,0
(a|(b|((b|ε)b))),96,96,2,0,0,0
(a|(b|(a(a|ε)))),80,80,2,0,0,0
(a|(b|(a(b|ε)))),96,96,2,0,0,0
(a|(b|(a(a*)))),80,80,2,1.0,1.0,1.0
(a|(b|(a(b*)))),96,96,2,0,0,0
(a|(b|(b(a|ε)))),77,77,2,0,0,0
(a|(b|(b(b|ε)))),96,96,2,0,0,0
(a|(b|(b(a*)))),77,77,2,1.0,1.0,1.0
(a|(b|(b(b*)))),96,96,2,1.0,1.0,1.0
(a|(b|((a*)a))),80,80,2,1.0,1.0,1.0
(a|(b|((a*)b))),102,102,2,0,0,0
(a|(b|((b*)a))),77,77,2,0.0,0,0
(a|(b|((b*)b))),96,96,2,1.0,1.0,1.0
(a|(b|((a|a)*))),76,76,2,0.3333333333333333,1.0,0.5
(a|(b|((a|b)*))),33,33,1,1.0,1.0,1.0
(a|(b|((b|a)*))),33,33,1,1.0,1.0,1.0
(a|(b|((b|b)*))),76,76,2,0,0.0,0
(a|(b|(a*)|(a*))),76,76,2,0.3333333333333333,1.0,0.5
(a|(b|(a*)|(b*))),163,163,3,1.0,1.0,1.0
(a|(b|(b*)|(a*))),163,163,3,1.0,1.0,1.0
(a|(b|(b*)|(b*))),76,76,2,0,0.0,0
(a|((a|a)a)),80,80,2,0,0,0
(a|((a|a)b)),95,95,2,0,0,0
(a|((a|b)a)),169,169,3,0,0,0
(a|((a|b)b)),101,101,2,0,0,0
(a|((b|a)a)),169,169,3,0,0,0
(a|((b|a)b)),101,101,2,0,0,0
(a|((b|b)a)),76,76,2,0,0,0
(a|((b|b)b)),76,76,2,0,0,0
(a|(a(a|a))),80,80,2,0,0,0
(a|(a(a|b))),76,76,2,0,0,0
(a|(a(b|a))),76,76,2,0,0,0
(a|(a(b|b))),95,95,2,0,0,0
(a|(b(a|a))),76,76,2,0,0,0
(a|(b(a|b))),76,76,2,0,0,0
(a|(b(b|a))),76,76,2,0,0,0
(a|(b(b|b))),76,76,2,0,0,0
(a|(a(aa))),76,76,2,1.0,1.0,1.0
(a|(a(ab))),76,76,2,0,0,0
(a|(a(ba))),114,114,2,0,0,0
(a|(a(bb))),95,95,2,0,0,0
(a|(b(aa))),76,76,2,0,0,0
(a|(b(ab))),76,76,2,0,0,0
(a|(b(ba))),76,76,2,0,0,0
(a|(b(bb))),76,76,2,0,0.0,0
(a|((a|(a|a))*)),35,35,1,1.0,1.0,1.0
(a|((a|(a|b))*)),33,33,1,1.0,1.0,1.0
(a|((a|(b|a))*)),33,33,1,1.0,1.0,1.0
(a|((a|(b|b))*)),33,33,1,1.0,1.0,1.0
(a|((b|(a|a))*)),33,33,1,1.0,1.0,1.0
(a|((b|(a|b))*)),33,33,1,1.0,1.0,1.0
(a|((b|(b|a))*)),33,33,1,1.0,1.0,1.0
(a|((b|(b|b))*)),76,76,2,0,0.0,0
(a|(((a*)|(a*))*)),35,35,1,1.0,1.0,1.0
(a|(((a*)|(b*))*)),33,33,1,1.0,1.0,1.0
(a|(((b*)|(a*))*)),33,33,1,1.0,1.0,1.0
(a|(((b*)|(b*))*)),76,76,2,0,0.0,0
(a|(((a|ε)a)*)),35,35,1,0.0,0,0
(a|(((a|ε)b)*)),35,35,1,0.0,0.0,0
(a|(((b|ε)a)*)),80,80,2,0,0,0
(a|(((b|ε)b)*)),103,103,2,0,0.0,0
(a|((a(a|ε))*)),35,35,1,0.0,0,0
(a|((a(b|ε))*)),35,35,1,0.0,0.0,0
(a|((a(a*))*)),35,35,1,1.0,1.0,1.0
(a|((a(b*))*)),80,80,2,1.0,1.0,1.0
(a|((b(a|ε))*)),80,80,2,0,0,0
(a|((b(b|ε))*)),103,103,2,0,0.0,0
(a|((b(a*))*)),145,145,3,1.0,1.0,1.0
(a|((b(b*))*)),76,76,2,0,0.0,0
(a|(((a*)a)*)),35,35,1,1.0,1.0,1.0
(a|(((a*)b)*)),76,76,2,1.0,1.0,1.0
(a|(((b*)a)*)),35,35,1,1.0,1.0,1.0
(a|(((b*)b)*)),76,76,2,0,0.0,0
(b|(a|(a|(a|(a|a))))),77,77,2,0,0,0
(b|(a|(a|(a|(a|b))))),77,77,2,0,0,0
(b|(a|(a|(a|(b|a))))),77,77,2,0,0,0
(b|(a|(a|(a|(b|b))))),77,77,2,0,0,0
(b|(a|(a|(b|(a|a))))),77,77,2,0,0,0
(b|(a|(a|(b|(a|b))))),77,77,2,0,0,0
(b|(a|(a|(b|(b|a))))),77,77,2,0,0,0
(b|(a|(a|(b|(b|b))))),77,77,2,0,0,0
(b|(a|(b|(a|(a|a))))),77,77,2,0,0,0
(b|(a|(b|(a|(a|b))))),77,77,2,0,0,0
(b|(a|(b|(a|(b|a))))),77,77,2,0,0,0
(b|(a|(b|(a|(b|b))))),77,77,2,0,0,0
(b|(a|(b|(b|(a|a))))),77,77,2,0,0,0
(b|(a|(b|(b|(a|b))))),77,77,2,0,0,0
(b|(a|(b|(b|(b|a))))),77,77,2,0,0,0
(b|(a|(b|(b|(b|b))))),77,77,2,0,0,0
(b|(a|((a|ε)a))),80,80,2,0,0,0
(b|(a|((a|ε)b))),96,96,2,0,0,0
(b|(a|((b|ε)a))),77,77,2,0,0,0
(b|(a|((b|ε)b))),96,96,2,0,0,0
(b|(a|(a(a|ε)))),80,80,2,0,0,0
(b|(a|(a(b|ε)))),96,96,2,0,0,0
(b|(a|(a(a*)))),80,80,2,1.0,1.0,1.0
(b|(a|(a(b*)))),96,96,2,0,0,0
(b|(a|(b(a|ε)))),77,77,2,0,0,0
(b|(a|(b(b|ε)))),96,96,2,0,0,0
(b|(a|(b(a*)))),77,77,2,1.0,1.0,1.0
(b|(a|(b(b*)))),96,96,2,1.0,1.0,1.0
(b|(a|((a*)a))),80,80,2,1.0,1.0,1.0
(b|(a|((a*)b))),102,102,2,0,0,0
(b|(a|((b*)a))),77,77,2,0.0,0,0
(b|(a|((b*)b))),96,96,2,1.0,1.0,1.0
(b|(a|((a|a)*))),76,76,2,0.3333333333333333,1.0,0.5
(b|(a|((a|b)*))),33,33,1,1.0,1.0,1.0
(b|(a|((b|a)*))),33,33,1,1.0,1.0,1.0
(b|(a|((b|b)*))),76,76,2,0,0.0,0
(b|(a|(a*)|(a*))),76,76,2,0.3333333333333333,1.0,0.5
(b|(a|(a*)|(b*))),163,163,3,1.0,1.0,1.0
(b|(a|(b*)|(a*))),163,163,3,1.0,1.0,1.0
(b|(a|(b*)|(b*))),76,76,2,0,0.0,0
(b|(b|(a|(a|(a|a))))),77,77,2,0,0,0
(b|(b|(a|(a|(a|b))))),77,77,2,0,0,0
(b|(b|(a|(a|(b|a))))),77,77,2,0,0,0
(b|(b|(a|(a|(b|b))))),77,77,2,0,0,0
(b|(b|(a|(b|(a|a))))),77,77,2,0,0,0
(b|(b|(a|(b|(a|b))))),77,77,2,0,0,0
(b|(b|(a|(b|(b|a))))),77,77,2,0,0,0
(b|(b|(a|(b|(b|b))))),77,77,2,0,0,0
(b|(b|(b|(a|(a|a))))),77,77,2,0,0,0
(b|(b|(b|(a|(a|b))))),77,77,2,0,0,0
(b|(b|(b|(a|(b|a))))),77,77,2,0,0,0
(b|(b|(b|(a|(b|b))))),77,77,2,0,0,0
(b|(b|(b|(b|(a|a))))),77,77,2,0,0,0
(b|(b|(b|(b|(a|b))))),77,77,2,0,0,0
(b|(b|(b|(b|(b|a))))),77,77,2,0,0,0
(b|(b|(b|(b|(b|b))))),87,87,2,0,0,0
(b|(b|((a|ε)a))),110,110,2,0,0,0
(b|(b|((a|ε)b))),110,110,2,0,0,0
(b|(b|((b|ε)a))),80,80,2,0.0,0,0
(b|(b|((b|ε)b))),77,77,2,0,0,0
(b|(b|(a(a|ε)))),110,110,2,0,0,0
(b|(b|(a(b|ε)))),110,110,2,0,0,0
